,lind_id,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
0,,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9636,31.9765,31.8817,31.9765,31.9765,31.9765,31.9293,31.939,31.9765,31.936,31.9765,31.9765,31.9765,31.9742,31.9765,31.9765,31.9765,31.8814,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.8815,31.9765,31.9765,31.8812,31.9063,31.9765,31.9765,31.9765,31.8639,31.948,31.9765,31.8946,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.846,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765,31.9765
1,,31.9444,31.9647,31.9647,31.9647,31.9647,31.9444,31.9647,31.9647,31.9647,31.9647,31.9444,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.875,31.9647,31.9578,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9591,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647
2,,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9559,31.9631,31.941,31.9321,31.933,31.9227,31.9316,31.9258,31.9503,31.9645,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653,31.9653
3,,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9421,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9575,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625,31.9625
4,,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962,31.962
5,,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9624,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9575,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9326,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9629,31.9076,31.9629,31.9629
6,,31.9618,31.9618,31.9618,31.9618,31.9618,31.9444,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9444,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618,31.9618
7,,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9604,31.9138,31.9284,31.9274,31.9243,31.9596,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9545,31.9573,31.9633,31.9531,31.9609,31.9319,31.9351,31.9283,31.921,31.9175,31.945,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633,31.9633
8,,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9387,31.9217,31.9332,31.9329,31.9308,31.9642,31.9553,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9617,31.9642,31.9641,31.9642,31.9478,31.9225,31.9268,31.9268,31.9186,31.9139,31.9277,31.9139,31.947,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642,31.9642
9,,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588,31.9588
10,,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9642,31.933,31.9187,31.9139,31.9381,31.9414,31.9532,31.9611,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9622,31.9647,31.9587,31.9239,31.911,31.9098,31.915,31.9095,31.9119,31.9286,31.9469,31.9517,31.9647,31.9647,31.9633,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647,31.9647
11,,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584,31.9584
12,,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9577,31.9451,31.9591,31.9591,31.9505,31.9352,31.9462,31.9458,31.9583,31.9568,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591,31.9591
13,,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9859,31.9444,31.9444,31.9444,31.9444,31.9859,31.9444,31.9444,31.9859,31.9444,31.9444,31.9444,31.9859,31.9859,31.9444,31.9444,31.9859,31.9859,31.9859,31.9444,31.9859,31.9859,31.9859,31.9859,31.9859,31.9859,31.9859,31.9444,31.9444,31.9859,31.9444,31.9859,31.9444,31.9859,31.9859,31.9444,31.9444,31.9859,31.9859,31.9444,31.9859,31.9444,31.9859,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9859,31.9859,31.9444,31.9444,31.9444,31.9859,31.9444,31.9859,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9859,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9859,31.9444,31.9859,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9859
14,,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9578,31.9654,31.9654,31.9654,31.9654,31.9574,31.9585,31.9497,31.9465,31.946,31.9654,31.9654,31.9654,31.9397,31.948,31.9054,31.9654,31.9654,31.9334,31.9654,31.9654,31.9323,31.9654,31.9631,31.9654,31.9654,31.9534,31.9654,31.9239,31.9654,31.9654,31.9654,31.9654,31.9422,31.9654,31.9108,31.948,31.9654,31.9486,31.9654,31.9654,31.9554,31.9122,31.9654,31.9654,31.9627,31.9249,31.8856,31.9654,31.9654,31.9374,31.9654,31.9611,31.9654,31.9054,31.9654,31.9654,31.9654,31.894,31.9274,31.9654,31.9654,31.9654,31.9643,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654,31.9654
15,,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565,31.9565
16,,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9444,31.9567,31.9444,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567,31.9567
17,,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562,31.9562
18,,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559
19,,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9444,31.9444,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559,31.9559
20,,31.9582,31.9444,31.9444,31.9444,31.9444,31.9444,31.9582,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9444,31.9582,31.9582,31.9444,31.9582,31.9444,31.9444,31.9444,31.9444,31.9444,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9582,31.9444,31.9582,31.9444,31.9582,31.9582,31.9582,31.9444,31.9582,31.9582,31.9582
21,,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9543,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9521,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9519,31.9544,31.9515,31.9549,31.9553,31.9553,31.9553,31.954,31.9534,31.945,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553,31.9553
22,,31.9579,31.9579,31.9297,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9348,31.9579,31.9579,31.9579,31.9579,31.9579,31.9517,31.9487,31.9528,31.9514,31.9499,31.9423,31.9514,31.9512,31.9579,31.9504,31.953,31.9579,31.9534,31.9579,31.9526,31.953,31.9579,31.9579,31.9371,31.9579,31.9543,31.9551,31.9579,31.9579,31.9532,31.9493,31.9536,31.9579,31.9579,31.948,31.9527,31.9514,31.9579,31.9579,31.9516,31.9579,31.9564,31.9517,31.9579,31.9579,31.9531,31.9579,31.9579,31.9579,31.9547,31.9563,31.9579,31.9471,31.9451,31.9579,31.9575,31.9422,31.9579,31.9579,31.9579,31.9486,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579,31.9579
23,,31.955,31.9444,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.9444,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.9539,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955
24,,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.936,31.9563,31.9563,31.9496,31.9551,31.9563,31.9563,31.9491,31.9563,31.952,31.9563,31.949,31.9563,31.9498,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9505,31.9444,31.9563,31.9563,31.9427,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9424,31.9391,31.9509,31.9563,31.9563,31.9563,31.9563,31.9501,31.9563,31.9563,31.9539,31.9402,31.9563,31.9563,31.9464,31.9476,31.9563,31.9563,31.9563,31.9563,31.9563,31.9522,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563,31.9563
25,,31.955,31.9444,31.955,31.9444,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.9444,31.9444,31.955,31.955,31.955,31.955,31.955,31.9444,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955,31.955
26,,31.9543,31.9543,31.9543,31.9543,31.9444,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9444,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9444,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543,31.9543
27,,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.9451,31.954,31.9478,31.9426,31.9531,31.9488,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954,31.954
28,,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9414,31.9349,31.9317,31.9344,31.9265,31.9254,31.934,31.9359,31.9424,31.9446,31.9521,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9541,31.9557,31.9557,31.9557,31.9557,31.9557,31.9554,31.9557,31.9531,31.9536,31.9554,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9483,31.9557,31.9557,31.9511,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557,31.9557
